,Headline,Date,Provider
2868,Venezuela says launch of 'petro' cryptocurrency raised $735 million By Reuters,2018-02-21,UK Investing
2869,Venezuela to Present Petro at OPEC as the 'Digital Currency for Oil' By CoinDesk,2018-11-09,UK Investing
2870,Winklevoss Brothers Launch Fiat-Backed Stablecoin After New York Regulator’s Green Light By Cointelegraph,1970-01-01,UK Investing
2871,XRP Falls 10.16% In Bearish Trade By Investing.com,2019-04-11,UK Investing
2872,Aldi UK says e-commerce 'not an immediate focus' By Reuters,2015-03-20,UK Investing
2873,Argentina economic activity expands 2.8 percent in 2017 vs 2016 By Reuters,2018-02-28,UK Investing
2874,Argentina says tax revenue rose 90 percent in December By Reuters,2017-01-02,UK Investing
2875,Argentina says discusses mechanism of currency swap with China By Reuters,2014-09-08,UK Investing
2876,Argentine economy minister to meet mediator in debt case By Reuters,2014-07-07,UK Investing
2877,"As Hungary roars ahead, Orbanomics leaves some of the poorest behind By Reuters",2018-04-02,UK Investing
2878,Asia manufacturing 'bottoming out' but economies may still need more stimulus By Reuters,2019-05-02,UK Investing
2879,"U.S. bond yields, dollar gain, stocks fall after Fed rate hike By Reuters",2016-12-14,UK Investing
2880,"U.S. bond yields, dollar gain, stocks fall after Fed rate hike By Reuters",2016-12-14,UK Investing
2881,"U.S. stocks rebound, yen weakens on BOJ stimulus report By Reuters",2016-07-28,UK Investing
2882,"Dollar's post-Fed rally pauses, U.S. stocks edge lower By Reuters",2016-12-16,UK Investing
2883,"Asian shares soft, China slowdown fears resurface By Reuters",2014-05-19,UK Investing
2884,Australia House Prices Fall for 11th Month as Downturn Deepens By Bloomberg,2018-09-03,UK Investing
2885,"Australia retail sales post surprise dip in July, trade data better By Reuters",2015-09-03,UK Investing
2886,"Australia second-quarter economic growth hits lowest in two years, Aussie dollar sinks By Reuters",2015-09-02,UK Investing
2887,"Australia's Westpac was a lead actor in rates rigging, regulator tells court By Reuters",2017-10-31,UK Investing
2888,"Austria will push for senior ECB job, finance minister says By Reuters",2018-09-06,UK Investing
2889,Austria's debt ratio to shrink to below 60 percent by 2023 By Reuters,2019-04-24,UK Investing
2890,"Average English home price passes £300,000 - Rightmove  By Reuters",2016-03-21,UK Investing
2891,Ban cheese imports? Pakistan discusses outside-the-box ideas to avoid IMF bailout By Reuters,2018-09-09,UK Investing
2892,Bank of England says Brexit would pose risks to global economy By Reuters,2016-06-16,UK Investing
2893,"Bank of England keeps rates steady, says sterling hit by EU vote By Reuters",2016-03-17,UK Investing
2894,Bank of Japan keeps policy target steady and repeats core CPI trend flat By Investing.com,2015-09-15,UK Investing
2895,Bank of Japan minutes suggest more government spending needed By Investing.com,2015-09-17,UK Investing
2896,Bank of Spain cuts growth forecasts on higher trade and political risks By Reuters,2018-09-25,UK Investing
2897,BMW builds X5 in Thailand to counteract U.S. China tariffs - CEO By Reuters,2018-08-02,UK Investing
2898,BoE ditches rate cut signal after Brexit hit to sterling By Reuters,2016-11-03,UK Investing
2899,BOE minutes show rate vote split at 8-1 By Investing.com,2015-08-06,UK Investing
2900,BOE minutes show rate vote split at 8-1 By Investing.com,2015-09-10,UK Investing
2901,"BOE minutes show unanimous 9-0 vote to keep rates, QE on hold By Investing.com",2015-04-22,UK Investing
2902,"BOJ upbeat on regional economies, reassures easy policy to stay By Reuters",2014-07-07,UK Investing
2903,"BOJ overhauls policy focus, sets target for government bond yields By Reuters",2016-09-21,UK Investing
2904,"BOJ keeps policy steady, offers gloomier view on economy, inflation By Reuters",2016-03-15,UK Investing
2905,"Brazil finance minister says spending, retirement reforms crucial - report By Reuters",2016-10-30,UK Investing
2906,Brazil sheds more jobs than expected in February as recession bites By Reuters,2016-03-22,UK Investing
2907,Brexit Uncertainty Stalls U.K. Economy as Services Sector Contracts By Investing.com,2019-04-03,UK Investing
2908,"Britain's economy slows, risks stalling as EU vote nears - PMI By Reuters",2016-05-05,UK Investing
2909,"Britain's economy slows, risks stalling as EU vote nears - PMI By Reuters",2016-05-05,UK Investing
2910,British car production dips in October as demand at home falls By Reuters,2015-11-19,UK Investing
2911,"UK economy escapes short-term Brexit hit, gets Nissan boost By Reuters",2016-10-27,UK Investing
2912,British supermarket sales up 3.6 percent in the summer - Kantar Worldpanel By Reuters,2017-09-19,UK Investing
2913,"Canada Adds 11,200 Jobs in October By Investing.com",2018-11-02,UK Investing
2914,Central European factory output shines alongside euro zone gloom By Reuters,2014-12-01,UK Investing
2915,"U.S., UK, China manufacturing all in slow lane By Reuters",2015-05-01,UK Investing
2916,China asks coal miners at latest meeting to cap 2017 prices - sources By Reuters,2016-10-31,UK Investing
2917,"China August exports seen strong despite U.S. tariffs, shrinking orders - Reuters poll By Reuters",2018-09-05,UK Investing
2918,China biggest concern for emerging FX; real most prone to sell-off By Reuters,2015-09-03,UK Investing
2919,"China business confidence, recruitment hit record lows in January - SMI survey  By Reuters",2016-01-25,UK Investing
2920,"China December official factory PMI dips to 51.6, hits forecasts By Reuters",2017-12-31,UK Investing
2921,China economy stronger than data suggests - government By Reuters,2014-04-17,UK Investing
2922,"China factory output strengthens, investment up in sign of stabilising economy  By Reuters",2015-12-12,UK Investing
2923,China February flash HSBC PMI at four-month high but export orders contract By Reuters,2015-02-25,UK Investing
2924,China Feb HSBC PMI at seven-month high but more rate cuts seen on the cards By Reuters,2015-03-02,UK Investing
2925,China July official services PMI dips to six-month low By Reuters,2014-08-03,UK Investing
2926,China June official services PMI rises to 55.0 By Reuters,2018-06-30,UK Investing
2927,China Manufacturing PMI Worsens in October as Trade War Bites By Bloomberg,2018-10-31,UK Investing
2928,China trade data eases slowdown fears but outlook still uncertain By Reuters,2014-10-13,UK Investing
2929,China September official factory PMI seen shrinking for second month  By Reuters,2015-09-28,UK Investing
2930,China set to top Japan as world's biggest natural gas importer By Reuters,2018-01-03,UK Investing
2931,China state firms account for two-thirds of debt defaults this year - media By Reuters,2016-08-29,UK Investing
2932,China's Factories Show Resilience Amid Trump Tariff Danger By Bloomberg,2018-08-31,UK Investing
2933,Chinese consumer confidence rebounded for second month in July - Xinhua By Reuters,2014-08-09,UK Investing
2934,Coeure: ECB's options include negative interest rates - paper By Reuters,2014-05-24,UK Investing
2935,Croatia central banker sees lasting benefits from joining euro By Reuters,2018-04-17,UK Investing
2936,"Croatia employers say foreign workers, less red tape needed for growth By Reuters",2018-04-03,UK Investing
2937,Denmark lowers 2017 domestic financing needs By Reuters,2017-12-17,UK Investing
2938,Diageo scraps plan to raise Guinness Nigeria stake in tough market By Reuters,2016-10-05,UK Investing
2939,ECB's Mersch: Banks need to be strong enough to meet credit demand By Reuters,2014-05-24,UK Investing
2940,"ECB QE to run for additional 9 months, markets await Draghi By Investing.com",2016-12-08,UK Investing
2941,ECB raises prospect of March policy easing as outlook sours By Reuters,2016-01-21,UK Investing
2942,"Lower for longer, ECB scales back asset buys By Reuters",2016-12-08,UK Investing
2943,Emerging markets output growth strongest since March 2013 - survey By Reuters,2014-07-06,UK Investing
2944,"EU goods surplus with U.S. eases, deficit with China widens By Reuters",2019-05-16,UK Investing
2945,"Euro zone August business growth at four-year high, still weak - PMI By Reuters",2015-09-03,UK Investing
2946,Euro zone August business growth slowest since start of 2015 By Reuters,2016-09-05,UK Investing
2947,Euro zone business growth slows in September as Asian demand weakens By Reuters,2015-09-23,UK Investing
2948,Euro zone businesses end first quarter on a higher note - PMIs By Reuters,2016-03-22,UK Investing
2949,"Euro zone October business growth buoyant, prices rise - PMIs By Reuters",2016-10-24,UK Investing
2950,Euro zone consumer confidence jumps in March  By Reuters,2015-03-23,UK Investing
2951,"Euro zone economic sentiment barely rises in November, industry slips By Reuters",2016-11-29,UK Investing
2952,Euro zone economy looking set to contract in the new year - PMI By Reuters,2014-12-03,UK Investing
2953,"Euro zone February consumer price fall confirmed, but core inflation up By Reuters",2015-03-17,UK Investing
2954,Euro zone finance ministers grant Greece short-term debt relief By Reuters,2016-12-05,UK Investing
2955,Euro zone industrial output returns to strong growth in Jan By Reuters,2016-03-14,UK Investing
2956,Euro zone industrial production stronger than expected By Reuters,2015-09-14,UK Investing
2957,Euro zone retail sales rise more than expected after Brexit By Reuters,2016-09-05,UK Investing
2958,Euro zone sentiment better than expected in May By Reuters,2019-05-28,UK Investing
2959,Euro zone trade surplus rises by more than expected in June By Reuters,2016-08-16,UK Investing
2960,Euro Zone Unemployment Rate Falls to 3-year Low By Investing.com,2015-09-01,UK Investing
2961,Eurosceptic Hungary PM to launch ads urging Britons to stay in EU By Reuters,2016-06-19,UK Investing
2962,Eurozone second quarter GDP growth confirmed at 0.4 percent despite negative trade By Reuters,2018-09-07,UK Investing
2963,Exclusive - India likely to ease restrictions for foreign online retailers next month By Reuters,2014-06-04,UK Investing
2964,Exclusive - Societe Generale puts Polish unit up for sale - sources By Reuters,2018-06-12,UK Investing
2965,Exclusive: Citigroup may face fair lending penalty from regulator - sources By Reuters,2018-10-10,UK Investing
2966,"Exports sag, UK factories report lower Brexit stockpile boost - PMI survey By Reuters",2019-05-01,UK Investing
2967,"Fed keeps interest rates unchanged, signals fewer future hikes By Reuters",2016-06-15,UK Investing
2968,"Fed Keeps Rates on Hold, Vows More Patience By Investing.com",2019-05-01,UK Investing
2969,Fed's Beige Book: Labor Markets Remain Tight; Trade Concerns Continue By Investing.com,2018-09-12,UK Investing
2970,Finnish government to cut taxes after labour reform deal By Reuters,2016-08-29,UK Investing
2971,Former trader sues Lloyds for unfair dismissal after Libor probe By Reuters,2015-09-23,UK Investing
2972,"French, British lead foreign house buying in Portugal By Reuters",2018-10-19,UK Investing
2973,French Carmaker PSA to invest $320 million in Argentina - government By Reuters,2016-12-07,UK Investing
2974,Forex - NZD/USD down in Asian trade By Investing.com,2014-03-19,UK Investing
2975,"French jobless total rises by 12,800 in February By Reuters",2015-03-25,UK Investing
2976,FTSE touches record high as central banks stay dovish By Reuters,2015-03-19,UK Investing
2977,"German economic sentiment rises, but uncertainty clouds outlook By Reuters",2016-03-22,UK Investing
2978,German consumer morale falls heading into November - GfK institute By Reuters,2016-10-26,UK Investing
2979,German economic growth slows less than expected in second quarter By Reuters,2016-08-12,UK Investing
2980,German economy starts 2015 on front foot - ministry By Reuters,2015-03-23,UK Investing
2981,German exports to Iran soar in first half after removal of sanctions By Reuters,2016-08-22,UK Investing
2982,German government mulls changes to privatisation plan By Reuters,2014-11-12,UK Investing
2983,German Ifo business climate rises to 3-month high in August By Investing.com,2015-08-25,UK Investing
2984,Slate of data shows Germany economy barrelling ahead By Reuters,2017-05-09,UK Investing
2985,"German investor morale plunges on Ukraine, growth worries  By Reuters",2014-08-12,UK Investing
2986,German investor morale slumps on angst about global outlook By Reuters,2015-08-11,UK Investing
2987,German July industry orders fall on weak foreign demand By Reuters,2015-09-04,UK Investing
2988,German ZEW economic sentiment falls to 9-month low in August By Investing.com,2015-08-11,UK Investing
2989,German ZEW economic sentiment rises to 4-month high in December By Investing.com,2015-12-15,UK Investing
2990,Germany to raise growth forecasts next week - sources By Reuters,2015-04-18,UK Investing
2991,Germany's Weidmann unfit as ECB next president - Italy's League By Reuters,2018-07-19,UK Investing
2992,Global factory growth at two-year low - PMI By Reuters,2015-09-01,UK Investing
2993,Greece approves F-16 fighter jet upgrade deal with the United States By Reuters,2018-04-28,UK Investing
2994,Growth in China services activity slows in Feb - Caixin PMI By Reuters,2016-03-03,UK Investing
2995,Higher milk costs to hit Dairy Crest's profits By Reuters,2014-05-22,UK Investing
2996,House prices to rise 4-6 percent in 2016 - Halifax By Reuters,2015-12-04,UK Investing
2997,"Household demand, investment drives first-quarter euro zone GDP By Reuters",2015-06-09,UK Investing
2998,Household spending sustains UK growth in fourth quarter of 2015 By Reuters,2016-02-25,UK Investing
2999,Hungary may seek foreigners to beat labour shortage - but only some types of foreigner By Reuters,2016-09-15,UK Investing
3000,India's economy looks to Modi for growth rebound By Reuters,2014-05-30,UK Investing
3001,India's new government set to inherit wobbly economy By Reuters,2014-05-11,UK Investing
3002,Indonesia bets big on biodiesel to limit costs of oil imports By Reuters,2018-08-07,UK Investing
3003,Indonesia to lobby U.S. to maintain special tariff treatment By Reuters,2018-07-09,UK Investing
3004,Japan’s trade balance -1.13T vs. -0.89T forecast By Investing.com,2014-03-18,UK Investing
3005,"Initial jobless claims fall by 11,000  By Investing.com",2015-12-17,UK Investing
3006,"Ireland nudges up growth forecasts, sees smaller budget deficits By Reuters",2015-04-28,UK Investing
3007,Irish annual inflation flat in May after sharp monthly rise By Reuters,2016-06-09,UK Investing
3008,Ireland says GDP surge shows initial Brexit hit limited By Reuters,2016-12-09,UK Investing
3009,Irish manufacturing expands in December at fastest rate since July - PMI By Reuters,2016-01-04,UK Investing
3010,Irish services growth falls back in August from nine-year high - PMI By Reuters,2015-09-03,UK Investing
3011,Irish services sector growth slips in February - PMI By Reuters,2016-03-03,UK Investing
3012,Italy may raise 2015 growth forecast after data - minister to paper By Reuters,2015-09-04,UK Investing
